x_train,y_train
places/s00094.png,placesMongrels/mongrolized_s00094_1.png
places/s00094.png,placesMongrels/mongrolized_s00094_2.png
places/s00095.png,placesMongrels/mongrolized_s00095_1.png
places/s00095.png,placesMongrels/mongrolized_s00095_2.png
places/s00096.png,placesMongrels/mongrolized_s00096_1.png
places/s00096.png,placesMongrels/mongrolized_s00096_2.png
places/s00097.png,placesMongrels/mongrolized_s00097_1.png
places/s00097.png,placesMongrels/mongrolized_s00097_2.png
places/s00098.png,placesMongrels/mongrolized_s00098_1.png
places/s00098.png,placesMongrels/mongrolized_s00098_2.png
places/s00099.png,placesMongrels/mongrolized_s00099_1.png
places/s00099.png,placesMongrels/mongrolized_s00099_2.png
places/s00100.png,placesMongrels/mongrolized_s00100_1.png
places/s00100.png,placesMongrels/mongrolized_s00100_2.png
places/s00101.png,placesMongrels/mongrolized_s00101_1.png
places/s00101.png,placesMongrels/mongrolized_s00101_2.png
places/s00102.png,placesMongrels/mongrolized_s00102_1.png
places/s00102.png,placesMongrels/mongrolized_s00102_2.png
places/s00103.png,placesMongrels/mongrolized_s00103_1.png
places/s00103.png,placesMongrels/mongrolized_s00103_2.png
places/s00104.png,placesMongrels/mongrolized_s00104_1.png
places/s00104.png,placesMongrels/mongrolized_s00104_2.png
places/s00105.png,placesMongrels/mongrolized_s00105_1.png
places/s00105.png,placesMongrels/mongrolized_s00105_2.png
places/s00106.png,placesMongrels/mongrolized_s00106_1.png
places/s00106.png,placesMongrels/mongrolized_s00106_2.png
places/s00107.png,placesMongrels/mongrolized_s00107_1.png
places/s00107.png,placesMongrels/mongrolized_s00107_2.png
places/s00108.png,placesMongrels/mongrolized_s00108_1.png
places/s00108.png,placesMongrels/mongrolized_s00108_2.png
places/s00109.png,placesMongrels/mongrolized_s00109_1.png
places/s00109.png,placesMongrels/mongrolized_s00109_2.png
places/s00110.png,placesMongrels/mongrolized_s00110_1.png
places/s00110.png,placesMongrels/mongrolized_s00110_2.png
places/s00111.png,placesMongrels/mongrolized_s00111_1.png
places/s00111.png,placesMongrels/mongrolized_s00111_2.png
places/s00112.png,placesMongrels/mongrolized_s00112_1.png
places/s00112.png,placesMongrels/mongrolized_s00112_2.png
places/s00113.png,placesMongrels/mongrolized_s00113_1.png
places/s00113.png,placesMongrels/mongrolized_s00113_2.png
places/s00114.png,placesMongrels/mongrolized_s00114_1.png
places/s00114.png,placesMongrels/mongrolized_s00114_2.png
places/s00115.png,placesMongrels/mongrolized_s00115_1.png
places/s00115.png,placesMongrels/mongrolized_s00115_2.png
places/s00116.png,placesMongrels/mongrolized_s00116_1.png
places/s00116.png,placesMongrels/mongrolized_s00116_2.png
places/s00117.png,placesMongrels/mongrolized_s00117_1.png
places/s00117.png,placesMongrels/mongrolized_s00117_2.png
places/s00118.png,placesMongrels/mongrolized_s00118_1.png
places/s00118.png,placesMongrels/mongrolized_s00118_2.png
places/s00119.png,placesMongrels/mongrolized_s00119_1.png
places/s00119.png,placesMongrels/mongrolized_s00119_2.png
places/s00120.png,placesMongrels/mongrolized_s00120_1.png
places/s00120.png,placesMongrels/mongrolized_s00120_2.png
places/s00121.png,placesMongrels/mongrolized_s00121_1.png
places/s00121.png,placesMongrels/mongrolized_s00121_2.png
places/s00122.png,placesMongrels/mongrolized_s00122_1.png
places/s00122.png,placesMongrels/mongrolized_s00122_2.png
places/s00123.png,placesMongrels/mongrolized_s00123_1.png
places/s00123.png,placesMongrels/mongrolized_s00123_2.png
places/s00124.png,placesMongrels/mongrolized_s00124_1.png
places/s00124.png,placesMongrels/mongrolized_s00124_2.png
places/s00125.png,placesMongrels/mongrolized_s00125_1.png
places/s00125.png,placesMongrels/mongrolized_s00125_2.png
places/s00126.png,placesMongrels/mongrolized_s00126_1.png
places/s00126.png,placesMongrels/mongrolized_s00126_2.png
places/s00127.png,placesMongrels/mongrolized_s00127_1.png
places/s00127.png,placesMongrels/mongrolized_s00127_2.png
places/s00128.png,placesMongrels/mongrolized_s00128_1.png
places/s00128.png,placesMongrels/mongrolized_s00128_2.png
places/s00129.png,placesMongrels/mongrolized_s00129_1.png
places/s00129.png,placesMongrels/mongrolized_s00129_2.png
places/s00130.png,placesMongrels/mongrolized_s00130_1.png
places/s00130.png,placesMongrels/mongrolized_s00130_2.png
places/s00131.png,placesMongrels/mongrolized_s00131_1.png
places/s00131.png,placesMongrels/mongrolized_s00131_2.png
places/s00132.png,placesMongrels/mongrolized_s00132_1.png
places/s00132.png,placesMongrels/mongrolized_s00132_2.png
places/s00133.png,placesMongrels/mongrolized_s00133_1.png
places/s00133.png,placesMongrels/mongrolized_s00133_2.png
places/s00134.png,placesMongrels/mongrolized_s00134_1.png
places/s00134.png,placesMongrels/mongrolized_s00134_2.png
places/s00135.png,placesMongrels/mongrolized_s00135_1.png
places/s00135.png,placesMongrels/mongrolized_s00135_2.png
places/s00136.png,placesMongrels/mongrolized_s00136_1.png
places/s00136.png,placesMongrels/mongrolized_s00136_2.png
places/s00137.png,placesMongrels/mongrolized_s00137_1.png
places/s00137.png,placesMongrels/mongrolized_s00137_2.png
places/s00138.png,placesMongrels/mongrolized_s00138_1.png
places/s00138.png,placesMongrels/mongrolized_s00138_2.png
places/s00139.png,placesMongrels/mongrolized_s00139_1.png
places/s00139.png,placesMongrels/mongrolized_s00139_2.png
places/s00140.png,placesMongrels/mongrolized_s00140_1.png
places/s00140.png,placesMongrels/mongrolized_s00140_2.png
places/s00141.png,placesMongrels/mongrolized_s00141_1.png
places/s00141.png,placesMongrels/mongrolized_s00141_2.png
places/s00142.png,placesMongrels/mongrolized_s00142_1.png
places/s00142.png,placesMongrels/mongrolized_s00142_2.png
places/s00143.png,placesMongrels/mongrolized_s00143_1.png
places/s00143.png,placesMongrels/mongrolized_s00143_2.png
places/s00144.png,placesMongrels/mongrolized_s00144_1.png
places/s00144.png,placesMongrels/mongrolized_s00144_2.png
places/s00145.png,placesMongrels/mongrolized_s00145_1.png
places/s00145.png,placesMongrels/mongrolized_s00145_2.png
places/s00146.png,placesMongrels/mongrolized_s00146_1.png
places/s00146.png,placesMongrels/mongrolized_s00146_2.png
places/s00147.png,placesMongrels/mongrolized_s00147_1.png
places/s00147.png,placesMongrels/mongrolized_s00147_2.png
places/s00148.png,placesMongrels/mongrolized_s00148_1.png
places/s00148.png,placesMongrels/mongrolized_s00148_2.png
places/s00149.png,placesMongrels/mongrolized_s00149_1.png
places/s00149.png,placesMongrels/mongrolized_s00149_2.png
places/s00150.png,placesMongrels/mongrolized_s00150_1.png
places/s00150.png,placesMongrels/mongrolized_s00150_2.png
places/s00151.png,placesMongrels/mongrolized_s00151_1.png
places/s00151.png,placesMongrels/mongrolized_s00151_2.png
places/s00152.png,placesMongrels/mongrolized_s00152_1.png
places/s00152.png,placesMongrels/mongrolized_s00152_2.png
places/s00153.png,placesMongrels/mongrolized_s00153_1.png
places/s00153.png,placesMongrels/mongrolized_s00153_2.png
places/s00154.png,placesMongrels/mongrolized_s00154_1.png
places/s00154.png,placesMongrels/mongrolized_s00154_2.png
places/s00155.png,placesMongrels/mongrolized_s00155_1.png
places/s00155.png,placesMongrels/mongrolized_s00155_2.png
places/s00156.png,placesMongrels/mongrolized_s00156_1.png
places/s00156.png,placesMongrels/mongrolized_s00156_2.png
places/s00157.png,placesMongrels/mongrolized_s00157_1.png
places/s00157.png,placesMongrels/mongrolized_s00157_2.png
places/s00158.png,placesMongrels/mongrolized_s00158_1.png
places/s00158.png,placesMongrels/mongrolized_s00158_2.png
places/s00159.png,placesMongrels/mongrolized_s00159_1.png
places/s00159.png,placesMongrels/mongrolized_s00159_2.png
places/s00160.png,placesMongrels/mongrolized_s00160_1.png
places/s00160.png,placesMongrels/mongrolized_s00160_2.png
places/s00161.png,placesMongrels/mongrolized_s00161_1.png
places/s00161.png,placesMongrels/mongrolized_s00161_2.png
places/s00162.png,placesMongrels/mongrolized_s00162_1.png
places/s00162.png,placesMongrels/mongrolized_s00162_2.png
places/s00163.png,placesMongrels/mongrolized_s00163_1.png
places/s00163.png,placesMongrels/mongrolized_s00163_2.png
places/s00164.png,placesMongrels/mongrolized_s00164_1.png
places/s00164.png,placesMongrels/mongrolized_s00164_2.png
places/s00165.png,placesMongrels/mongrolized_s00165_1.png
places/s00165.png,placesMongrels/mongrolized_s00165_2.png
places/s00166.png,placesMongrels/mongrolized_s00166_1.png
places/s00166.png,placesMongrels/mongrolized_s00166_2.png
places/s00167.png,placesMongrels/mongrolized_s00167_1.png
places/s00167.png,placesMongrels/mongrolized_s00167_2.png
places/s00168.png,placesMongrels/mongrolized_s00168_1.png
places/s00168.png,placesMongrels/mongrolized_s00168_2.png
places/s00169.png,placesMongrels/mongrolized_s00169_1.png
places/s00169.png,placesMongrels/mongrolized_s00169_2.png
places/s00170.png,placesMongrels/mongrolized_s00170_1.png
places/s00170.png,placesMongrels/mongrolized_s00170_2.png
places/s00171.png,placesMongrels/mongrolized_s00171_1.png
places/s00171.png,placesMongrels/mongrolized_s00171_2.png
places/s00172.png,placesMongrels/mongrolized_s00172_1.png
places/s00172.png,placesMongrels/mongrolized_s00172_2.png
places/s00173.png,placesMongrels/mongrolized_s00173_1.png
places/s00173.png,placesMongrels/mongrolized_s00173_2.png
places/s00174.png,placesMongrels/mongrolized_s00174_1.png
places/s00174.png,placesMongrels/mongrolized_s00174_2.png
places/s00175.png,placesMongrels/mongrolized_s00175_1.png
places/s00175.png,placesMongrels/mongrolized_s00175_2.png
places/s00176.png,placesMongrels/mongrolized_s00176_1.png
places/s00176.png,placesMongrels/mongrolized_s00176_2.png
places/s00177.png,placesMongrels/mongrolized_s00177_1.png
places/s00177.png,placesMongrels/mongrolized_s00177_2.png
places/s00178.png,placesMongrels/mongrolized_s00178_1.png
places/s00178.png,placesMongrels/mongrolized_s00178_2.png
places/s00179.png,placesMongrels/mongrolized_s00179_1.png
places/s00179.png,placesMongrels/mongrolized_s00179_2.png
places/s00180.png,placesMongrels/mongrolized_s00180_1.png
places/s00180.png,placesMongrels/mongrolized_s00180_2.png
places/s00181.png,placesMongrels/mongrolized_s00181_1.png
places/s00181.png,placesMongrels/mongrolized_s00181_2.png
places/s00182.png,placesMongrels/mongrolized_s00182_1.png
places/s00182.png,placesMongrels/mongrolized_s00182_2.png
places/s00183.png,placesMongrels/mongrolized_s00183_1.png
places/s00183.png,placesMongrels/mongrolized_s00183_2.png
places/s00184.png,placesMongrels/mongrolized_s00184_1.png
places/s00184.png,placesMongrels/mongrolized_s00184_2.png
places/s00185.png,placesMongrels/mongrolized_s00185_1.png
places/s00185.png,placesMongrels/mongrolized_s00185_2.png
places/s00186.png,placesMongrels/mongrolized_s00186_1.png
places/s00186.png,placesMongrels/mongrolized_s00186_2.png
places/s00187.png,placesMongrels/mongrolized_s00187_1.png
places/s00187.png,placesMongrels/mongrolized_s00187_2.png
places/s00188.png,placesMongrels/mongrolized_s00188_1.png
places/s00188.png,placesMongrels/mongrolized_s00188_2.png
places/s00189.png,placesMongrels/mongrolized_s00189_1.png
places/s00189.png,placesMongrels/mongrolized_s00189_2.png
places/s00190.png,placesMongrels/mongrolized_s00190_1.png
places/s00190.png,placesMongrels/mongrolized_s00190_2.png
places/s00191.png,placesMongrels/mongrolized_s00191_1.png
places/s00191.png,placesMongrels/mongrolized_s00191_2.png
places/s00192.png,placesMongrels/mongrolized_s00192_1.png
places/s00192.png,placesMongrels/mongrolized_s00192_2.png
places/s00193.png,placesMongrels/mongrolized_s00193_1.png
places/s00193.png,placesMongrels/mongrolized_s00193_2.png
places/s00194.png,placesMongrels/mongrolized_s00194_1.png
places/s00194.png,placesMongrels/mongrolized_s00194_2.png
places/s00195.png,placesMongrels/mongrolized_s00195_1.png
places/s00195.png,placesMongrels/mongrolized_s00195_2.png
places/s00196.png,placesMongrels/mongrolized_s00196_1.png
places/s00196.png,placesMongrels/mongrolized_s00196_2.png
places/s00197.png,placesMongrels/mongrolized_s00197_1.png
places/s00197.png,placesMongrels/mongrolized_s00197_2.png
places/s00198.png,placesMongrels/mongrolized_s00198_1.png
places/s00198.png,placesMongrels/mongrolized_s00198_2.png
places/s00199.png,placesMongrels/mongrolized_s00199_1.png
places/s00199.png,placesMongrels/mongrolized_s00199_2.png
places/s00200.png,placesMongrels/mongrolized_s00200_1.png
places/s00200.png,placesMongrels/mongrolized_s00200_2.png
places/s00201.png,placesMongrels/mongrolized_s00201_1.png
places/s00201.png,placesMongrels/mongrolized_s00201_2.png
places/s00202.png,placesMongrels/mongrolized_s00202_1.png
places/s00202.png,placesMongrels/mongrolized_s00202_2.png
places/s00203.png,placesMongrels/mongrolized_s00203_1.png
places/s00203.png,placesMongrels/mongrolized_s00203_2.png
places/s00204.png,placesMongrels/mongrolized_s00204_1.png
places/s00204.png,placesMongrels/mongrolized_s00204_2.png
places/s00205.png,placesMongrels/mongrolized_s00205_1.png
places/s00205.png,placesMongrels/mongrolized_s00205_2.png
places/s00206.png,placesMongrels/mongrolized_s00206_1.png
places/s00206.png,placesMongrels/mongrolized_s00206_2.png
places/s00207.png,placesMongrels/mongrolized_s00207_1.png
places/s00207.png,placesMongrels/mongrolized_s00207_2.png
places/s00208.png,placesMongrels/mongrolized_s00208_1.png
places/s00208.png,placesMongrels/mongrolized_s00208_2.png
places/s00209.png,placesMongrels/mongrolized_s00209_1.png
places/s00209.png,placesMongrels/mongrolized_s00209_2.png
places/s00210.png,placesMongrels/mongrolized_s00210_1.png
places/s00210.png,placesMongrels/mongrolized_s00210_2.png
places/s00211.png,placesMongrels/mongrolized_s00211_1.png
places/s00211.png,placesMongrels/mongrolized_s00211_2.png
places/s00212.png,placesMongrels/mongrolized_s00212_1.png
places/s00212.png,placesMongrels/mongrolized_s00212_2.png
places/s00213.png,placesMongrels/mongrolized_s00213_1.png
places/s00213.png,placesMongrels/mongrolized_s00213_2.png
places/s00214.png,placesMongrels/mongrolized_s00214_1.png
places/s00214.png,placesMongrels/mongrolized_s00214_2.png
places/s00215.png,placesMongrels/mongrolized_s00215_1.png
places/s00215.png,placesMongrels/mongrolized_s00215_2.png
places/s00216.png,placesMongrels/mongrolized_s00216_1.png
places/s00216.png,placesMongrels/mongrolized_s00216_2.png
places/s00217.png,placesMongrels/mongrolized_s00217_1.png
places/s00217.png,placesMongrels/mongrolized_s00217_2.png
places/s00218.png,placesMongrels/mongrolized_s00218_1.png
places/s00218.png,placesMongrels/mongrolized_s00218_2.png
places/s00219.png,placesMongrels/mongrolized_s00219_1.png
places/s00219.png,placesMongrels/mongrolized_s00219_2.png
places/s00220.png,placesMongrels/mongrolized_s00220_1.png
places/s00220.png,placesMongrels/mongrolized_s00220_2.png
places/s00221.png,placesMongrels/mongrolized_s00221_1.png
places/s00221.png,placesMongrels/mongrolized_s00221_2.png
places/s00222.png,placesMongrels/mongrolized_s00222_1.png
places/s00222.png,placesMongrels/mongrolized_s00222_2.png
places/s00223.png,placesMongrels/mongrolized_s00223_1.png
places/s00223.png,placesMongrels/mongrolized_s00223_2.png
places/s00224.png,placesMongrels/mongrolized_s00224_1.png
places/s00224.png,placesMongrels/mongrolized_s00224_2.png
places/s00225.png,placesMongrels/mongrolized_s00225_1.png
places/s00225.png,placesMongrels/mongrolized_s00225_2.png
places/s00226.png,placesMongrels/mongrolized_s00226_1.png
places/s00226.png,placesMongrels/mongrolized_s00226_2.png
places/s00227.png,placesMongrels/mongrolized_s00227_1.png
places/s00227.png,placesMongrels/mongrolized_s00227_2.png
places/s00228.png,placesMongrels/mongrolized_s00228_1.png
places/s00228.png,placesMongrels/mongrolized_s00228_2.png
places/s00229.png,placesMongrels/mongrolized_s00229_1.png
places/s00229.png,placesMongrels/mongrolized_s00229_2.png
places/s00230.png,placesMongrels/mongrolized_s00230_1.png
places/s00230.png,placesMongrels/mongrolized_s00230_2.png
places/s00231.png,placesMongrels/mongrolized_s00231_1.png
places/s00231.png,placesMongrels/mongrolized_s00231_2.png
places/s00232.png,placesMongrels/mongrolized_s00232_1.png
places/s00232.png,placesMongrels/mongrolized_s00232_2.png
places/s00233.png,placesMongrels/mongrolized_s00233_1.png
places/s00233.png,placesMongrels/mongrolized_s00233_2.png
places/s00234.png,placesMongrels/mongrolized_s00234_1.png
places/s00234.png,placesMongrels/mongrolized_s00234_2.png
places/s00235.png,placesMongrels/mongrolized_s00235_1.png
places/s00235.png,placesMongrels/mongrolized_s00235_2.png
places/s00236.png,placesMongrels/mongrolized_s00236_1.png
places/s00236.png,placesMongrels/mongrolized_s00236_2.png
places/s00237.png,placesMongrels/mongrolized_s00237_1.png
places/s00237.png,placesMongrels/mongrolized_s00237_2.png
places/s00238.png,placesMongrels/mongrolized_s00238_1.png
places/s00238.png,placesMongrels/mongrolized_s00238_2.png
places/s00239.png,placesMongrels/mongrolized_s00239_1.png
places/s00239.png,placesMongrels/mongrolized_s00239_2.png
places/s00240.png,placesMongrels/mongrolized_s00240_1.png
places/s00240.png,placesMongrels/mongrolized_s00240_2.png
places/s00241.png,placesMongrels/mongrolized_s00241_1.png
places/s00241.png,placesMongrels/mongrolized_s00241_2.png
